Road_ID,Project_Name,Timestamp,GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,LinAccelX,LinAccelY,LinAccelZ,SpeedKmh,SpeedGPS,Latitude,Longitude,GPSTime,GPSAcc,RecIntvl,Enumerator
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:28:46 GMT 2025,-0.034740046,-0.020867342,-0.045448508,9.209821,0.65047467,0.75596917,-0.45839024,-0.45839024,-0.45839024,0.396,0.11,6.6880363,-1.5902591,1764494925469,2.308,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:28:47 GMT 2025,0.045831546,-0.0196183,-0.018202718,9.879225,0.7589619,-0.56645316,0.11385155,0.11385155,0.11385155,0.0,0.0,6.6880385,-1.590262,1764494927249,6.301,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:28:48 GMT 2025,-0.031509187,-0.028378254,-0.050044984,9.84795,0.4623054,-0.28909984,0.22294903,0.22294903,0.22294903,0.0,0.0,6.6880378,-1.5902623,1764494927469,6.471,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:28:49 GMT 2025,-0.047446974,-0.0014155819,-0.054058574,9.251644,0.4038719,0.22041619,0.35363388,0.35363388,0.35363388,0.0,0.0,6.6880384,-1.5902618,1764494928469,6.471,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:28:50 GMT 2025,0.022599349,-0.01672052,7.9938746E-4,9.577031,0.8296657,1.2712463,-0.2770052,-0.2770052,-0.2770052,0.0,0.0,6.6880385,-1.5902617,1764494929469,6.386,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:28:51 GMT 2025,-0.03041003,-0.04406623,-0.076358154,9.787721,0.4161422,-0.17649756,0.35790157,0.35790157,0.35790157,0.0,0.0,6.6880386,-1.5902617,1764494930469,6.216,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:28:52 GMT 2025,0.045781583,-0.015071784,0.04218434,9.703774,0.7710826,1.2193968,-0.27162838,-0.27162838,-0.27162838,0.0,0.0,6.6880386,-1.5902617,1764494931469,6.046,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:28:53 GMT 2025,0.046214584,0.034640122,0.077174194,9.704448,0.7484125,0.5303157,-0.46623707,-0.46623707,-0.46623707,0.0,0.0,6.6880386,-1.5902616,1764494932468,0.51,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:28:54 GMT 2025,-0.024814319,-0.043933,-0.061236408,9.033847,0.3191022,0.2789245,-0.02915287,-0.02915287,-0.02915287,0.0,0.0,6.6880386,-1.5902616,1764494933469,0.51,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:28:55 GMT 2025,-0.05683978,-0.08500153,-0.17483269,9.501988,0.5127333,-0.10497078,0.5783348,0.5783348,0.5783348,0.0,0.0,6.6880386,-1.5902616,1764494934469,0.51,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:28:56 GMT 2025,-0.062668644,6.828101E-4,-0.037054937,9.399187,0.36758476,0.33945292,0.028262138,0.028262138,0.028262138,0.0,0.0,6.6880386,-1.5902616,1764494935469,0.51,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:28:57 GMT 2025,0.03065984,0.019734878,0.032008804,10.094927,1.0160394,-0.2471265,0.11121178,0.11121178,0.11121178,0.0,0.0,6.6880386,-1.5902616,1764494936468,0.51,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:28:58 GMT 2025,-0.013639548,-0.030693147,-0.0612031,9.847426,0.6476316,-0.63281745,0.26496696,0.26496696,0.26496696,0.0,0.0,6.6880386,-1.5902616,1764494937469,0.51,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:28:59 GMT 2025,-0.0030476646,0.0019151991,-0.006461715,10.2299,0.6509236,-0.5324854,0.2444725,0.2444725,0.2444725,0.0,0.0,6.6880386,-1.5902616,1764494938469,0.51,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:00 GMT 2025,-0.044499233,-0.27009302,-0.20284456,9.570597,0.9056816,0.84717333,-0.0641489,-0.0641489,-0.0641489,0.0,0.0,6.6880386,-1.5902616,1764494939468,0.51,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:01 GMT 2025,-0.027928598,0.08516807,-0.12845157,8.035016,-1.2577789,-3.603124,-1.1864185,-1.1864185,-1.1864185,0.0,0.0,6.6880386,-1.5902616,1764494940483,8.616,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:02 GMT 2025,-0.07417649,0.27127546,0.20307772,10.660782,-0.21862054,-1.0228479,0.8238716,0.8238716,0.8238716,2.6279998,0.72999996,6.6880364,-1.5902611,1764494941469,8.718,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:03 GMT 2025,-0.13681182,-0.020617533,-0.0019151991,9.559224,-0.2749591,0.03119944,-0.21347046,-0.21347046,-0.21347046,2.0879998,0.58,6.6880321,-1.5902609,1764494942469,8.82,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:04 GMT 2025,-0.033174578,0.052559722,0.036921706,10.201843,-0.16048633,0.7032967,0.1511612,0.1511612,0.1511612,1.1159999,0.31,6.6880343,-1.5902612,1764494943469,9.024,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:05 GMT 2025,0.0037804365,-0.0027312404,-0.02303235,9.451934,-0.30967504,0.04189853,-0.18712425,-0.18712425,-0.18712425,0.0,0.0,6.6880337,-1.5902614,1764494944469,9.228,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:06 GMT 2025,-0.017436638,-0.003697167,-0.024464587,10.171167,0.06778584,0.3891326,0.17363739,0.17363739,0.17363739,0.0,0.0,6.6880344,-1.5902595,1764494945469,7.775,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:07 GMT 2025,0.014222435,0.030543262,0.053209227,9.966837,-0.38224927,1.2967595,-0.22896671,-0.22896671,-0.22896671,0.0,0.0,6.6880345,-1.5902592,1764494947057,4.849,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:08 GMT 2025,0.013539624,-0.011790965,-0.04051895,9.509919,-0.32516253,0.7747487,-0.22621155,-0.22621155,-0.22621155,0.0,0.0,6.688035,-1.590258,1764494948468,4.764,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:09 GMT 2025,0.060187213,-0.05903809,-0.05937117,9.985243,-0.4019266,0.117091425,0.26139927,0.26139927,0.26139927,0.0,0.0,6.688035,-1.590258,1764494948468,4.764,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:10 GMT 2025,-0.036738515,0.02866137,0.06495023,9.76954,-0.15509938,0.7284359,-0.32116604,-0.32116604,-0.32116604,0.0,0.0,6.6880354,-1.5902574,1764494949469,4.594,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:11 GMT 2025,-0.021550152,0.0454152,0.02473105,9.833959,-0.27383682,0.8369979,0.042111397,0.042111397,0.042111397,0.0,0.0,6.6880355,-1.5902573,1764494950469,4.594,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:12 GMT 2025,-0.0068614087,-0.01688706,-0.03727144,9.401656,-0.38090253,-0.1479916,0.16565609,0.16565609,0.16565609,0.0,0.0,6.6880355,-1.5902572,1764494951469,4.594,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:13 GMT 2025,-0.0076774503,-0.014239089,-0.023215543,9.862016,-0.098461546,0.0998831,0.033190727,0.033190727,0.033190727,0.0,0.0,6.6880355,-1.5902572,1764494952469,0.612,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:14 GMT 2025,0.027828675,-0.0071278713,-0.08981451,9.842039,-0.24607904,-0.12300211,0.40712547,0.40712547,0.40712547,0.0,0.0,6.6880356,-1.5902572,1764494954469,1.757,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:15 GMT 2025,0.05019487,0.0054791346,-0.025930129,10.066196,0.24263738,1.3261633,0.22143173,0.22143173,0.22143173,0.0,0.0,6.6880356,-1.5902572,1764494955469,1.757,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:16 GMT 2025,-0.04887921,0.02598009,0.045215353,9.5322895,-0.23343466,0.27480945,-0.31823063,-0.31823063,-0.31823063,0.0,0.0,6.6880356,-1.5902572,1764494956469,1.757,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:17 GMT 2025,0.0087433,-0.018785605,-0.04551512,10.0864725,-0.076015905,-0.679654,0.38405132,0.38405132,0.38405132,0.0,0.0,6.6880356,-1.5902572,1764494957469,1.757,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:18 GMT 2025,-0.14552182,-0.0090430705,0.009842458,10.943747,0.5113865,-0.15292963,0.7062998,0.7062998,0.7062998,2.196,0.61,6.6880362,-1.5902547,1764494958469,1.842,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:19 GMT 2025,-0.21292017,-0.16777144,0.08834896,8.668133,-0.6095488,0.6714239,-1.3859978,-1.3859978,-1.3859978,4.86,1.35,6.6880364,-1.5902433,1764494959469,0.714,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:20 GMT 2025,-0.15423182,-0.28236696,-0.31375957,9.865757,-0.8462755,-1.1807156,0.5888128,0.5888128,0.5888128,5.508,1.53,6.6880355,-1.5902291,1764494960469,6.388,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:21 GMT 2025,-0.15488131,-0.24537863,-0.22106393,9.306188,-0.13631986,-0.5942109,-0.28125954,-0.28125954,-0.28125954,6.048,1.68,6.6880338,-1.5902147,1764494961470,6.643,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:22 GMT 2025,-0.05995406,0.068231046,0.19058728,8.790236,-1.4065187,-0.7703344,-0.76585007,-0.76585007,-0.76585007,7.0559998,1.9599999,6.6880283,-1.5902008,1764494962470,6.898,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:23 GMT 2025,-0.19846459,-0.011241386,-0.026196592,9.625963,0.70142627,0.13078327,-0.17840195,-0.17840195,-0.17840195,7.0559998,1.9599999,6.6880283,-1.5902008,1764494962470,6.898,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:24 GMT 2025,-0.17010298,0.29027757,0.12633651,9.964817,-1.2720693,0.91047,-0.23875237,-0.23875237,-0.23875237,8.099999,2.25,6.6880149,-1.5901696,1764494964470,7.324,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:25 GMT 2025,-0.19778177,-0.2789196,-0.20592554,9.425972,-2.2259343,-1.3453918,-0.2892561,-0.2892561,-0.2892561,9.252,2.57,6.6879999,-1.5901519,1764494965470,2.245,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:26 GMT 2025,-0.2241116,-0.012040773,0.041018568,9.117045,-0.8807669,0.42063132,-0.665493,-0.665493,-0.665493,10.223999,2.84,6.6879816,-1.5901348,1764494966470,2.347,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:27 GMT 2025,-0.08941481,-0.049795177,-0.24299712,10.128446,0.13078327,-3.6028996,0.9948282,0.9948282,0.9948282,0.0,0.0,6.6879816,-1.5901348,1764494966875,5.08,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:29 GMT 2025,-0.005945444,0.22384514,-0.27702105,5.0397944,0.24024318,-2.4531589,1.072896,1.072896,1.072896,19.331999,5.37,6.6879092,-1.5901167,1764494968470,5.42,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:30 GMT 2025,0.20910643,0.17949578,0.12528732,8.4843025,0.09434651,-4.7891517,-0.45700455,-0.45700455,-0.45700455,23.147999,6.43,6.6878579,-1.5901278,1764494969470,5.505,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:31 GMT 2025,0.19135337,0.010175535,-0.059720904,9.087417,-1.3428478,-2.4248025,0.6166973,0.6166973,0.6166973,26.423998,7.3399997,6.6877925,-1.5901342,1764494970470,5.59,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:32 GMT 2025,0.105119444,0.10988247,-0.027478943,9.503859,1.1362731,0.80916536,-0.29135418,-0.29135418,-0.29135418,28.547998,7.93,6.6877262,-1.5901405,1764494971470,5.675,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:33 GMT 2025,-0.05254307,-0.05360892,-0.07865639,9.850643,0.29336452,-0.15764321,0.36969185,0.36969185,0.36969185,27.467999,7.6299996,6.6876566,-1.5901443,1764494972470,2.959,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:34 GMT 2025,0.03207542,-0.026429746,0.004030245,10.825757,-0.97039986,1.3722516,-0.04096508,-0.04096508,-0.04096508,26.351997,7.3199997,6.68759,-1.5901475,1764494973470,2.857,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:35 GMT 2025,0.275339,-0.0024980856,0.10753427,8.823381,1.3680618,-2.8579288,-1.3421354,-1.3421354,-1.3421354,27.467999,7.6299996,6.6875226,-1.5901534,1764494974470,2.653,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:36 GMT 2025,0.17266768,-0.16455723,-0.009575996,10.099641,-2.294543,-2.7370963,-0.029396057,-0.029396057,-0.029396057,29.736,8.26,6.6874511,-1.5901575,1764494975470,2.449,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:37 GMT 2025,1.0550416,-0.24348009,-0.23871708,18.922798,-4.0026565,2.8857613,6.277915,6.277915,6.277915,31.715998,8.809999,6.6873731,-1.590164,1764494976470,2.245,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:38 GMT 2025,-1.2780206,0.31430915,-0.3293476,0.7504326,-2.4524856,-2.221445,-3.1578174,-3.1578174,-3.1578174,37.368,10.38,6.6872817,-1.5901692,1764494977470,2.143,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:39 GMT 2025,-0.35546094,0.11048201,-0.22567706,10.071883,1.1194389,1.8721161,1.2473049,1.2473049,1.2473049,41.076,11.41,6.687181,-1.5901744,1764494978470,2.041,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:40 GMT 2025,-0.20805724,0.13378082,-0.012124043,10.843714,0.16707039,0.18442835,1.2132454,1.2132454,1.2132454,43.488,12.08,6.6870759,-1.5901806,1764494979470,2.041,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:41 GMT 2025,-0.17221802,0.18880531,-0.09551015,8.916007,-1.523236,1.2108675,0.462533,0.462533,0.462533,41.328,11.48,6.686972,-1.5901864,1764494980470,2.041,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:42 GMT 2025,-0.29042745,0.12600344,-0.13929325,10.923695,2.197578,-0.25969607,1.3516121,1.3516121,1.3516121,40.895996,11.36,6.6868689,-1.5901916,1764494981470,2.041,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:43 GMT 2025,-0.3874198,0.026562978,-0.30992916,11.415554,0.19542672,-1.1543794,3.165657,3.165657,3.165657,41.544,11.54,6.6867657,-1.5901951,1764494982470,2.041,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:44 GMT 2025,-0.15519774,0.0037304747,0.12633651,8.292243,-1.683049,2.5758617,-1.4915161,-1.4915161,-1.4915161,41.76,11.599999,6.6866608,-1.5901997,1764494983470,2.041,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:45 GMT 2025,-0.08205379,0.10425344,-0.02111715,6.5487404,0.7177368,-1.8065,-1.2550468,-1.2550468,-1.2550468,42.947998,11.929999,6.6865545,-1.5902053,1764494984469,2.041,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:46 GMT 2025,-0.040752105,0.06358461,-0.034440275,10.726173,0.11387422,-0.9546131,1.2953882,1.2953882,1.2953882,42.156,11.71,6.6864491,-1.5902054,1764494985470,2.041,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:47 GMT 2025,-0.08493491,0.028877871,-0.15469812,8.482956,0.023867197,1.8101661,0.8796139,0.8796139,0.8796139,42.407997,11.78,6.686341,-1.5902082,1764494986470,2.041,1.0,archangelenoch@gmail.com
7519abe2-1525-4939-9f04-aeb1e805b42e,Road Conditions Assessment ,Sun Nov 30 09:29:48 GMT 2025,-0.061552834,0.03377412,0.032824848,9.02846,-1.0180595,1.7986441,-0.60020256,-0.60020256,-0.60020256,42.803997,11.889999,6.6862332,-1.5902127,1764494987470,1.939,1.0,archangelenoch@gmail.com
